4QQNetwzKZk_S9848_E9993, 1080, 1920, 9848, 9993, 561, 0, 1404, 897
7F2o25UNMBY_S1636_E1841, 1080, 1920, 1636, 1841, 512, 0, 1641, 1080
TOuwktY_3d4_S12982_E13104, 1080, 1920, 12982, 13104, 545, 0, 1492, 896
LUhS_M4XtJM_S2304_E2590, 1080, 1920, 2304, 2590, 64, 0, 1182, 1080
_nb9oynH8og_S34104_E34230, 1080, 1920, 34104, 34230, 434, 0, 1590, 1080
aFXLRiScIPM_S3390_E3499, 1080, 1920, 3390, 3499, 633, 0, 1492, 904
VQgeLfHidfQ_S5766_E6049, 1080, 1920, 5766, 6049, 233, 0, 1179, 869
wmj5AaRCY3M_S22426_E22605, 1080, 1920, 22426, 22605, 949, 0, 1920, 986
UM1IDGA9ONo_S39591_E39763, 1080, 1920, 39591, 39763, 366, 0, 1490, 1080
0OV9duTbqYc_S70_E224, 1080, 1920, 70, 224, 293, 0, 1526, 1080
J2Iygo5vmVQ_S228_E635, 1080, 1920, 228, 635, 618, 0, 1658, 961
cMBrvHsFD_8_S1488_E1641, 1080, 1920, 1488, 1641, 529, 0, 1536, 968
7jgQyLpsAhc_S3275_E3398, 1080, 1920, 3275, 3398, 657, 0, 1664, 948
EBOafgYJABA_S5141_E5307, 1080, 1920, 5141, 5307, 122, 0, 1233, 1063
xunKqRexm9Y_S1820_E1989, 1080, 1920, 1820, 1989, 556, 0, 1560, 1080
TzRgNx5dp7c_S55_E474, 1080, 1920, 55, 474, 333, 0, 1634, 1080
uWOMZh-1qSQ_S15826_E15959, 1080, 1920, 15826, 15959, 568, 0, 1588, 1041
QjyPOmuXGAg_S5203_E5332, 1080, 1920, 5203, 5332, 166, 0, 1247, 1077
0odeKs9H1Rg_S30513_E30634, 1080, 1920, 30513, 30634, 359, 0, 1215, 798
M8Wpl6lL744_S2778_E2949, 1080, 1920, 2778, 2949, 405, 0, 1336, 904
atgch6uZ4Ww_S930_E1154, 1080, 1920, 930, 1154, 583, 0, 1493, 901
skM1Er68SJs_S3356_E3632, 1080, 1920, 3356, 3632, 336, 0, 1342, 988
HgiGasOXw84_S6240_E6427, 1080, 1920, 6240, 6427, 344, 0, 1604, 1080
tg8yUmmfRrU_S18146_E18354, 1080, 1920, 18146, 18354, 311, 0, 1215, 953
1Cee1G3cQto_S1686_E1896, 1080, 1920, 1686, 1896, 72, 0, 1346, 1080
VFoUXFxmnSM_S33884_E34111, 1080, 1920, 33884, 34111, 586, 0, 1644, 1080
1KcwVBmfSS0_S3490_E3834, 1080, 1920, 3490, 3834, 297, 0, 1265, 1037
65qIgbRmzqE_S5983_E6112, 1080, 1920, 5983, 6112, 391, 0, 1514, 1080
bAWrGjS48Xk_S5171_E5271, 1080, 1920, 5171, 5271, 141, 0, 1050, 973
dXEIdSObYeQ_S11125_E11247, 1080, 1920, 11125, 11247, 522, 0, 1508, 1021
SWLlH7mCWs8_S5732_E5849, 1080, 1920, 5732, 5849, 499, 0, 1689, 1080
SmcrU9yO-YU_S26691_E26832, 1080, 1920, 26691, 26832, 244, 0, 1282, 1024
CSz05rqi9vI_S1050_E1180, 1080, 1920, 1050, 1180, 371, 0, 1447, 1078
uXsSEqkrKOI_S4682_E4850, 1080, 1920, 4682, 4850, 301, 0, 1245, 945
KZpHl8LnmvA_S2649_E3039, 1080, 1920, 2649, 3039, 173, 0, 1334, 1080
5cuvdO4iDAg_S16028_E16194, 1080, 1920, 16028, 16194, 423, 0, 1365, 930
xz26EN_LRa8_S4518_E4638, 1080, 1920, 4518, 4638, 151, 0, 1183, 1018
OgrmBdlIvGs_S2587_E3234, 1080, 1920, 2587, 3234, 271, 0, 1350, 1031
AAP4N3KyLmM_S31349_E31654, 1080, 1920, 31349, 31654, 515, 0, 1468, 943
pzBA_frb_Mo_S2871_E3055, 1080, 1920, 2871, 3055, 561, 0, 1651, 1007
2wzsdEp9C00_S1536_E1655, 1080, 1920, 1536, 1655, 554, 0, 1598, 1070
o04kiihVyzs_S7200_E7359, 1080, 1920, 7200, 7359, 139, 0, 1276, 1051
oRNfXCt7Fyk_S16_E207, 1080, 1920, 16, 207, 444, 0, 1578, 1023
Hf_PnI4_Qpc_S5386_E5561, 1080, 1920, 5386, 5561, 466, 0, 1531, 1080
_OUh5xHwjqs_S23394_E23550, 1080, 1920, 23394, 23550, 165, 0, 1351, 1080
bGZ-fjfldKE_S34550_E34679, 1080, 1920, 34550, 34679, 902, 105, 1711, 994
NwrvZF_o96c_S12991_E13559, 1080, 1920, 12991, 13559, 652, 0, 1716, 1050
5SGXiDaLz70_S2619_E2723, 1080, 1920, 2619, 2723, 237, 0, 1176, 878
CPYmTgWN1mU_S316_E443, 1080, 1920, 316, 443, 482, 0, 1307, 824
wOizifrfpXM_S7405_E7539, 1080, 1920, 7405, 7539, 643, 0, 1464, 839
EPkmrCPXcUk_S2241_E2390, 1080, 1920, 2241, 2390, 578, 0, 1489, 911
iOExAgDQNrY_S47518_E47669, 1080, 1920, 47518, 47669, 51, 0, 1107, 1024
7NIknHo4ApU_S8430_E8551, 1080, 1920, 8430, 8551, 97, 0, 1185, 1046
rAgtDEf0nWw_S9355_E9473, 1080, 1920, 9355, 9473, 407, 0, 1476, 1080
tYPqGwi9euE_S28533_E28799, 1080, 1920, 28533, 28799, 746, 0, 1736, 960
eynXzhySluI_S22603_E22732, 1080, 1920, 22603, 22732, 718, 0, 1702, 953
IyvIlOlJcPU_S1976_E2114, 1080, 1920, 1976, 2114, 674, 0, 1766, 1074
RCbzeTr4iYk_S7901_E8301, 1080, 1920, 7901, 8301, 374, 0, 1497, 1013
zyNhHnu-LUc_S882_E995, 1080, 1920, 882, 995, 391, 0, 1509, 1045
ywzPpfIgaBs_S9473_E9626, 1080, 1920, 9473, 9626, 676, 0, 1597, 856
nWFGvoeEp_U_S31451_E31584, 1080, 1920, 31451, 31584, 565, 0, 1476, 991
AUKdoTHJ0mQ_S10666_E10784, 1080, 1920, 10666, 10784, 122, 0, 1408, 1080
q8gCayvwZKw_S1155_E1264, 1080, 1920, 1155, 1264, 670, 0, 1679, 975
8M0OJnSZY_g_S2688_E2944, 1080, 1920, 2688, 2944, 695, 0, 1684, 900
hkMKfAa1mb4_S1332_E1475, 1080, 1920, 1332, 1475, 203, 0, 1432, 1080
CF2qhXG6iy0_S10198_E10399, 1080, 1920, 10198, 10399, 325, 0, 1400, 1024
DMxnHa4kXko_S7594_E7922, 1080, 1920, 7594, 7922, 474, 0, 1718, 1080
wB7IZuGWSOM_S10146_E10255, 1080, 1920, 10146, 10255, 331, 0, 1274, 991
8hXUFffzY7Y_S52350_E52454, 1080, 1920, 52350, 52454, 653, 0, 1625, 1059
uppkxQAFGtA_S13471_E13599, 1080, 1920, 13471, 13599, 590, 0, 1560, 907
BwlyuJ5sSME_S118160_E118339, 1080, 1920, 118160, 118339, 446, 0, 1503, 965
cliMs-2H8eE_S8383_E8534, 1080, 1920, 8383, 8534, 636, 0, 1411, 765
dADzlH6lpZ0_S1451_E1760, 1080, 1920, 1451, 1760, 516, 0, 1501, 956
-IQGLq9-YwM_S17292_E17406, 1080, 1920, 17292, 17406, 361, 0, 1241, 807
K56RfGy6yFw_S686_E813, 1080, 1920, 686, 813, 520, 0, 1579, 1030
f7SOvju15tw_S3048_E3147, 1080, 1920, 3048, 3147, 635, 0, 1554, 970
91QplsNqpAg_S2576_E2787, 1080, 1920, 2576, 2787, 294, 0, 1273, 979
gVj7u65l4n8_S7380_E8164, 1080, 1920, 7380, 8164, 34, 0, 1078, 1038
wooOaiXLFbI_S8256_E8367, 1080, 1920, 8256, 8367, 532, 0, 1465, 882
VmfLrhXaLug_S2796_E2923, 1080, 1920, 2796, 2923, 210, 0, 1285, 988
kGg_6BGIHuM_S25570_E25719, 1080, 1920, 25570, 25719, 257, 0, 1109, 890
NwE5qhVyjIM_S54239_E54364, 1080, 1920, 54239, 54364, 460, 0, 1407, 942
C6EOBCzb3Dk_S4685_E4839, 1080, 1920, 4685, 4839, 216, 0, 1189, 908
5rF0TEnGgrg_S50657_E50793, 1080, 1920, 50657, 50793, 556, 0, 1776, 1080
I4bWVvLBeAE_S1851_E1952, 1080, 1920, 1851, 1952, 360, 0, 1194, 791
57i6VOK0V10_S1943_E2094, 1080, 1920, 1943, 2094, 1001, 0, 1875, 954
TnS5K2oRTUo_S1681_E2095, 1080, 1920, 1681, 2095, 567, 0, 1439, 819
i0j171cLj0M_S6801_E7014, 1080, 1920, 6801, 7014, 672, 0, 1551, 877
1C2AHZ1mYyI_S3022_E3128, 1080, 1920, 3022, 3128, 665, 0, 1496, 830
4BBJA8OB3RY_S10857_E11044, 1080, 1920, 10857, 11044, 361, 0, 1217, 879
vpF4aHkhEnc_S1399_E1534, 1080, 1920, 1399, 1534, 208, 0, 1359, 1041
8hqlKCXj2SI_S1547_E1654, 1080, 1920, 1547, 1654, 302, 0, 1393, 1060
fjnG_yuxfXU_S6765_E6878, 1080, 1920, 6765, 6878, 443, 0, 1339, 851
1epA83fCeXc_S6846_E7006, 1080, 1920, 6846, 7006, 242, 0, 1168, 925
W5zU6_Kh2B4_S7523_E7701, 1080, 1920, 7523, 7701, 277, 0, 1233, 904
SFUU3KFABKI_S1461_E1636, 1080, 1920, 1461, 1636, 453, 0, 1305, 921
VHWsaXNUll4_S24521_E24750, 1080, 1920, 24521, 24750, 301, 0, 1158, 879
QrfbtUpWOsc_S19657_E19854, 1080, 1920, 19657, 19854, 843, 0, 1845, 1025
1_GT36SjcLk_S14224_E14679, 1080, 1920, 14224, 14679, 337, 0, 1351, 922
MaxT2vguGXQ_S240520_E240724, 1080, 1920, 240520, 240724, 328, 0, 1359, 939
1_cSOOj9Hqk_S4136_E4409, 1080, 1920, 4136, 4409, 457, 0, 1394, 957
BVn-602OWDI_S37781_E38754, 1080, 1920, 37781, 38754, 376, 0, 1476, 1019
EqvfAPTOj_A_S10785_E10908, 1080, 1920, 10785, 10908, 794, 0, 1682, 850
aKfyRcPUDPU_S2655_E2864, 1080, 1920, 2655, 2864, 659, 0, 1484, 838
_HFDPYUeOZg_S6125_E6275, 1080, 1920, 6125, 6275, 696, 0, 1560, 868
w40DhmnD3A4_S17281_E17663, 1080, 1920, 17281, 17663, 528, 0, 1500, 892
GqBwIg4p4Qc_S11138_E11245, 1080, 1920, 11138, 11245, 769, 0, 1743, 1008
p-u3K3BC52Q_S2819_E3007, 1080, 1920, 2819, 3007, 502, 0, 1448, 945
tM6M5d5qzwM_S2510_E2749, 1080, 1920, 2510, 2749, 375, 52, 1142, 895
ioZKlIXwMa0_S1586_E1782, 1080, 1080, 1586, 1782, 51, 0, 910, 906
vuWPoGC6b1I_S5538_E5646, 1080, 1920, 5538, 5646, 147, 0, 1320, 1080
-zEJuRUgaAI_S995_E1163, 1080, 1920, 995, 1163, 589, 0, 1483, 810
FxtBQ4I-smg_S3419_E3629, 1080, 1920, 3419, 3629, 525, 0, 1577, 1027
WSGW-7gHS6A_S5538_E5669, 1080, 1920, 5538, 5669, 69, 0, 1399, 1080
SXtI36JOJ30_S42776_E42905, 1080, 1920, 42776, 42905, 347, 0, 1421, 1020
zTxRd0HFGnE_S1014_E1546, 1080, 1920, 1014, 1546, 541, 0, 1495, 943
JFMS4cQINOI_S78341_E79318, 1080, 1920, 78341, 79318, 547, 0, 1659, 1062
_SL6wDD7JQg_S25306_E25432, 1080, 1920, 25306, 25432, 186, 0, 1144, 1050
i2CigfMQwV4_S113516_E113649, 1080, 1920, 113516, 113649, 376, 0, 1565, 1080
bOOO8sp0b4g_S44515_E44654, 1080, 1920, 44515, 44654, 637, 0, 1672, 1015
LgvkC0GrFSI_S10207_E10315, 1080, 1920, 10207, 10315, 756, 0, 1730, 925
wk0B7afgTXM_S28180_E28344, 1080, 1920, 28180, 28344, 225, 0, 1399, 1080
CpfGk8ms3aY_S15687_E15847, 1080, 1920, 15687, 15847, 582, 0, 1585, 960
NcKbCZglmo4_S1286_E1534, 1080, 1920, 1286, 1534, 720, 0, 1683, 928
_SdK7njRIew_S18015_E18149, 1080, 1920, 18015, 18149, 366, 0, 1404, 1032
9agjz4wtIds_S12992_E13140, 1080, 1920, 12992, 13140, 661, 0, 1615, 878
R4mSma2z65Q_S276_E418, 1080, 1920, 276, 418, 441, 0, 1382, 925
Ne6yTvwn0Q8_S79527_E80121, 1080, 1920, 79527, 80121, 347, 0, 1370, 962
jhXN--3BwCw_S2745_E2967, 1080, 1920, 2745, 2967, 548, 0, 1372, 815
Kue7997Zr7k_S6015_E6999, 1080, 1920, 6015, 6999, 673, 0, 1765, 998
3cXqfgetz8I_S22820_E22934, 1080, 1920, 22820, 22934, 622, 0, 1448, 822
1A8vwCG57kg_S2420_E2714, 1080, 1920, 2420, 2714, 288, 0, 1268, 972
Vq97a4BNQBY_S4100_E4288, 1080, 1920, 4100, 4288, 613, 0, 1634, 1053
sYEIOzGaKHc_S880_E1081, 1080, 1920, 880, 1081, 918, 0, 1827, 920
kx9YEe5lRaw_S7054_E7231, 1080, 1920, 7054, 7231, 189, 0, 1388, 1080
weU8PccjyeA_S9097_E9488, 1080, 1920, 9097, 9488, 732, 0, 1666, 931
zGA8tm1e7dE_S100580_E100733, 1080, 1920, 100580, 100733, 499, 0, 1469, 968
ahkCJ3RLyMk_S11130_E11234, 1080, 1920, 11130, 11234, 255, 0, 1201, 973
A02JwRz-Eu0_S3543_E3934, 1080, 1920, 3543, 3934, 697, 0, 1636, 965
LEhyTFD60V0_S1976_E2266, 1080, 1920, 1976, 2266, 237, 0, 1366, 1080
s-lxbGafZQA_S252_E804, 1080, 1920, 252, 804, 276, 0, 1595, 1080
_acQ8IMb8cY_S31691_E31962, 1080, 1920, 31691, 31962, 456, 0, 1527, 1017
zxw_0oMPChQ_S7565_E7820, 1080, 1920, 7565, 7820, 336, 0, 1372, 1042
p8Fo4zpOBK8_S2336_E2540, 1080, 1920, 2336, 2540, 161, 0, 1250, 1027
dAdUOgX6zXE_S12160_E12359, 1080, 1920, 12160, 12359, 94, 0, 1230, 1067
lrzcrmjFNSM_S22835_E22949, 1080, 1920, 22835, 22949, 809, 40, 1695, 1014
7rrstPmLe7g_S2985_E3104, 1080, 1920, 2985, 3104, 843, 0, 1674, 850
SqyNFO2WFDA_S1910_E2047, 1080, 1920, 1910, 2047, 263, 0, 1291, 1010
JitASKgiEJs_S2750_E3074, 1080, 1910, 2750, 3074, 413, 0, 1378, 900
g1EcQaWtP0E_S25924_E26099, 1080, 1920, 25924, 26099, 316, 0, 1340, 963
COaIEBVc5-8_S48903_E49376, 1080, 1920, 48903, 49376, 396, 0, 1610, 1080
Jp-ZCY3d-4k_S8619_E8751, 1080, 1920, 8619, 8751, 94, 0, 1094, 1019
P_wnhqUgcOw_S2654_E2816, 1080, 1920, 2654, 2816, 305, 0, 1260, 953
pxoHm-VbQDo_S41406_E41534, 1080, 1920, 41406, 41534, 217, 0, 1258, 980
3eDAvMWMvKc_S2558_E2752, 1080, 1920, 2558, 2752, 373, 0, 1623, 1080
Eyy7wH63IL8_S2195_E2414, 1080, 1920, 2195, 2414, 705, 0, 1625, 979
ch7bQRRnw4Y_S7955_E8064, 1080, 1920, 7955, 8064, 519, 0, 1635, 1031
8dLyP9Zo2HQ_S3662_E3781, 1080, 1920, 3662, 3781, 656, 0, 1703, 1045
SSnqdb8Orb8_S3770_E3899, 1080, 1920, 3770, 3899, 487, 0, 1823, 1080
T5U6rKGyDsw_S4676_E4837, 1080, 1920, 4676, 4837, 852, 7, 1601, 829
glNJHVJgI2Y_S27915_E28071, 1080, 1920, 27915, 28071, 691, 0, 1693, 959
5A9rc4rnC5s_S19325_E19464, 1080, 1920, 19325, 19464, 285, 0, 1524, 1080
A51G52J1s90_S15303_E15472, 1080, 1920, 15303, 15472, 533, 0, 1552, 950
srF_MHvY2m4_S4276_E4490, 1080, 1920, 4276, 4490, 0, 0, 1086, 1037
ZswBiyVOAsk_S876_E1069, 1080, 1920, 876, 1069, 382, 0, 1454, 1025
KvFZuwsFvt8_S46930_E47109, 1080, 1920, 46930, 47109, 620, 0, 1920, 1080
D2aWws-bgc0_S18997_E19194, 1080, 1920, 18997, 19194, 298, 0, 1526, 1080
ueXJ4YkyZfw_S7759_E7968, 1080, 1920, 7759, 7968, 442, 0, 1268, 848
3P7DDMOyEzY_S3765_E3892, 1080, 1920, 3765, 3892, 455, 0, 1325, 904
4rq2IF9GpkM_S2110_E2217, 1080, 1920, 2110, 2217, 784, 0, 1721, 941
ctTlUlOBXpo_S551_E761, 1080, 1920, 551, 761, 684, 0, 1811, 1050
AKTuA4uNl1k_S435_E836, 1080, 1920, 435, 836, 318, 0, 1566, 1080
HfTVT4PQ4rI_S28575_E28684, 1080, 1920, 28575, 28684, 560, 0, 1612, 1000
ZLUX3AI2Uic_S52421_E52569, 1080, 1920, 52421, 52569, 52, 0, 1237, 1078
8uFteQUhpLg_S7814_E7945, 1080, 1920, 7814, 7945, 284, 0, 1504, 1080
69vkm-G9a5M_S9445_E9644, 1080, 1920, 9445, 9644, 735, 22, 1574, 944
4wUeON9X5rw_S37218_E37439, 1080, 1920, 37218, 37439, 137, 0, 1201, 1017
_vVaEbnf0_c_S22998_E23204, 1080, 1920, 22998, 23204, 460, 0, 1609, 1080
LV1dv0xjYQk_S12625_E12729, 1080, 1920, 12625, 12729, 264, 0, 1309, 1080
OxJAzIx9W1w_S270_E421, 1080, 1920, 270, 421, 446, 0, 1463, 964
R-1zRQgVf8A_S6253_E6480, 1080, 1920, 6253, 6480, 208, 0, 1347, 1080
Hcb46huxO4U_S179405_E179524, 1080, 1920, 179405, 179524, 645, 0, 1483, 834
I07bWMQQp4U_S595_E709, 1080, 1920, 595, 709, 242, 0, 1142, 938
zUrST_owRZ4_S8385_E8509, 1080, 1920, 8385, 8509, 593, 0, 1631, 934
L0BWuwT-4hY_S3377_E3520, 1080, 1920, 3377, 3520, 272, 0, 1315, 994
MtDEFg1K5Mo_S929_E1059, 1080, 1920, 929, 1059, 435, 0, 1695, 1080
i1QZDA1BFUo_S31309_E31424, 1080, 1920, 31309, 31424, 446, 0, 1315, 946
of-_HgJGJo8_S58059_E58309, 1080, 1920, 58059, 58309, 409, 0, 1260, 834
zi8wGaJ93O0_S8015_E8132, 1080, 1920, 8015, 8132, 33, 0, 1124, 1048
nWbhEHI2sF8_S1576_E1714, 1080, 1920, 1576, 1714, 290, 0, 1303, 1018
I8aslbvlOjc_S42118_E42299, 1080, 1920, 42118, 42299, 111, 0, 1168, 1060
DlN4XNeuzz4_S32886_E33124, 1080, 1920, 32886, 33124, 281, 0, 1400, 1008
85CUZ0Anhwk_S106_E317, 1080, 1920, 106, 317, 491, 0, 1606, 1017
e8d5_syRoIo_S2473_E2764, 1080, 1920, 2473, 2764, 362, 0, 1470, 1080
z_2kAtFfPJ0_S9110_E9320, 1080, 1920, 9110, 9320, 302, 0, 1367, 1053
ioSgVn94f7c_S642_E804, 1080, 1920, 642, 804, 559, 0, 1603, 946
2Vn9AKmu3AE_S206261_E206461, 1080, 1920, 206261, 206461, 369, 0, 1549, 1080
6GAYsGQrJvc_S1657_E1797, 1080, 1920, 1657, 1797, 551, 0, 1550, 999
cGvK7M-qt5E_S4458_E4684, 1080, 1920, 4458, 4684, 293, 0, 1445, 1080
wrthK3gZEKk_S65992_E66129, 1080, 1920, 65992, 66129, 398, 0, 1515, 1080
JPyHLSAcD9I_S4730_E4974, 1080, 1920, 4730, 4974, 158, 0, 1352, 1080
1591Rkhj0wY_S2687_E2856, 1080, 1920, 2687, 2856, 635, 0, 1672, 1060
JlZouV-C0z0_S5245_E5579, 1080, 1920, 5245, 5579, 443, 0, 1331, 912
IBI67y7GWUc_S18660_E18829, 1080, 1920, 18660, 18829, 6, 0, 1167, 1080
cBPM5QSMh-A_S82826_E83089, 1080, 1920, 82826, 83089, 278, 0, 1248, 959
ibSljIZtFGE_S6783_E6986, 1080, 1920, 6783, 6986, 556, 0, 1533, 948
Zl_dgejSl3g_S1730_E1859, 1080, 1920, 1730, 1859, 485, 0, 1679, 1080
IucdB_oJ-lo_S23450_E23914, 1080, 1920, 23450, 23914, 538, 0, 1536, 989
mqnLEJuOrOo_S7610_E7849, 1080, 1920, 7610, 7849, 552, 0, 1535, 1012
DwlGgISftVo_S9945_E10074, 1080, 1920, 9945, 10074, 266, 0, 1431, 1080
UooJ353UPvA_S4972_E5133, 1080, 1920, 4972, 5133, 443, 0, 1705, 1080
DYxhlanOfl4_S2444_E2547, 1080, 1920, 2444, 2547, 120, 0, 1235, 1037
AXZJHCzBlUs_S781_E983, 1080, 1920, 781, 983, 667, 0, 1894, 1080
GhgMpvBxOoo_S3955_E4934, 1080, 1920, 3955, 4934, 366, 0, 1449, 1023
Oyon7Q7oF9s_S1535_E1659, 1080, 1920, 1535, 1659, 191, 0, 1474, 1080
h5ynGIzER7o_S310_E464, 1080, 1920, 310, 464, 779, 0, 1766, 997
XjOOyZdWVCM_S14665_E14778, 1080, 1920, 14665, 14778, 194, 0, 1426, 1080
Y6zjx6cbrHs_S12390_E12653, 1080, 1920, 12390, 12653, 428, 27, 1411, 1080
q-dqD-p3Jf8_S8451_E8625, 1080, 1920, 8451, 8625, 302, 0, 1328, 925
GXp9MLCKMQE_S615_E807, 1920, 1080, 615, 807, 93, 24, 1080, 1127
A0MT9nv7Svo_S15135_E15419, 1080, 1920, 15135, 15419, 501, 0, 1717, 1080
GvWfIudFqFY_S17607_E17743, 1080, 1920, 17607, 17743, 572, 0, 1670, 1018
HHb1wq-MiZQ_S2686_E2794, 1080, 1920, 2686, 2794, 133, 0, 1332, 1080
LBrBt9Zihjo_S4921_E5316, 1080, 1920, 4921, 5316, 468, 1, 1358, 978
vf4tEpVGQDc_S4285_E4474, 1080, 1920, 4285, 4474, 221, 0, 1217, 995
EjFeQxirwpo_S946_E1312, 1080, 1920, 946, 1312, 482, 0, 1571, 1028
XZZiWYbyAUM_S171_E297, 1080, 1920, 171, 297, 209, 0, 1538, 1080
m5ylPWvI2z4_S1017_E1298, 1080, 1920, 1017, 1298, 243, 0, 1290, 968
bNK85f-bozE_S2051_E2212, 1080, 1920, 2051, 2212, 232, 0, 1245, 1003
gDDpdhuC4Rg_S8315_E8469, 1080, 2048, 8315, 8469, 345, 0, 1330, 951
orBLdadBd70_S2325_E2449, 1080, 1920, 2325, 2449, 553, 0, 1460, 927
JjoWxizFAV0_S4828_E5180, 1080, 1920, 4828, 5180, 721, 0, 1841, 1048
AIwBtKGnBqk_S3015_E3162, 1080, 1920, 3015, 3162, 54, 0, 1188, 1080
wBBgamwsEgM_S23415_E23554, 1080, 1920, 23415, 23554, 645, 0, 1626, 1019
cXbzljh83l8_S3218_E3927, 1080, 1920, 3218, 3927, 526, 0, 1436, 872
Q2OPy2bvG7U_S5307_E5454, 1080, 1920, 5307, 5454, 446, 0, 1590, 1080
TKgNNnzrX_4_S6460_E6634, 1080, 1920, 6460, 6634, 464, 0, 1706, 1080
pfLqTvA32RI_S315_E654, 1080, 1920, 315, 654, 322, 0, 1355, 1019
WGPDwFCgiYk_S2244_E2414, 1080, 1920, 2244, 2414, 674, 0, 1620, 908
t_1y51gJr8c_S1001_E1146, 1080, 1920, 1001, 1146, 612, 0, 1612, 1061
KvaEG9cIKa4_S116442_E116801, 1080, 1920, 116442, 116801, 419, 0, 1667, 1080
evyjc3GJRPU_S27067_E27207, 1080, 1920, 27067, 27207, 651, 0, 1675, 933
3MCnTZDX-J8_S3702_E3829, 1080, 1920, 3702, 3829, 596, 0, 1860, 1080
pX5m-nkW1Ks_S12185_E12377, 1080, 1920, 12185, 12377, 527, 0, 1394, 842
H6kwe5hSkv0_S9449_E9574, 1080, 1920, 9449, 9574, 260, 0, 1509, 1080
BohHNocKSQI_S61782_E61897, 1080, 1920, 61782, 61897, 188, 0, 1307, 1080
bgqpN168epU_S1996_E2103, 1080, 1920, 1996, 2103, 504, 0, 1576, 1055
NmVH3a3dWfA_S4870_E5159, 1080, 1920, 4870, 5159, 648, 0, 1585, 932
Dpb5jhDPo5E_S13045_E13199, 1080, 1920, 13045, 13199, 674, 0, 1642, 972
ecl2DXSWxNo_S2016_E2245, 1080, 1920, 2016, 2245, 448, 0, 1622, 1080
5FmXjHQTQs0_S869_E1196, 1080, 1920, 869, 1196, 387, 0, 1446, 1016
jVCO5p0xMEE_S7377_E7515, 1080, 1920, 7377, 7515, 577, 0, 1629, 1049
4EP71TpHPr4_S1400_E1926, 1080, 1920, 1400, 1926, 253, 0, 1528, 1080
g0wT0mZyD7w_S11648_E11841, 1080, 1920, 11648, 11841, 217, 0, 1380, 1069
RRgJylc7588_S54147_E54384, 1080, 1920, 54147, 54384, 558, 0, 1483, 975
18M9m31CIGM_S5070_E5182, 1080, 1920, 5070, 5182, 295, 0, 1449, 1080
PSkefJOf7KA_S2015_E2144, 1080, 1920, 2015, 2144, 440, 0, 1590, 1042
lWOtffgxdKc_S13480_E14079, 1080, 1920, 13480, 14079, 385, 0, 1289, 882
KGBapUfmV6Q_S2848_E2952, 1080, 1920, 2848, 2952, 330, 0, 1133, 862
0n0woyg0_t8_S25410_E25539, 1080, 1920, 25410, 25539, 433, 0, 1397, 926
BrWGkgU5icw_S27669_E27814, 1080, 1920, 27669, 27814, 598, 0, 1846, 1080
